BrooksAlive,BknightsAlive,BbishopsAlive,BqueenAlive,BkingAlive,BpawnsAlive,WrooksAlive,WknightsAlive,WbishopsAlive,WqueenAlive,WkingAlive,WpawnsAlive,BrooksVulner,BknightsVulner,BbishopsVulner,BqueenVulner,BkingVulner,BpawnsVulner,WrooksVulner,WknightsVulner,WbishopsVulner,WqueenVulner,WkingVulner,WpawnsVulner,BrooksDefense,BknightsDefense,BbishopsDefense,BqueenDefense,BkingDefense,BpawnsDefense,WrooksDefense,WknightsDefense,WbishopsDefense,WqueenDefense,WkingDefense,WpawnsDefense,BrooksDirection,BknightsDirection,BbishopsDirection,BqueenDirection,BkingDirection,BpawnsDirection,WrooksDirection,WknightsDirection,WbishopsDirection,WqueenDirection,WkingDirection,WpawnsDirection,Bsafe,Wsafe,PSTscore,move_score_int 
1,1,0,1,1,5,2,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,2,3,0,5,2,3,4,5,0,0,3,2,19,16,-20,103
1,1,0,0,1,5,2,1,0,0,1,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,3,0,0,1,3,3,6,0,0,3,3,16,20,-20,91
1,1,0,0,1,5,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,6,3,2,6,0,0,3,3,21,20,-50,98
1,1,0,0,1,5,1,1,0,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,6,3,2,3,0,0,3,3,23,21,-65,69
1,1,0,0,1,5,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,3,0,0,4,2,2,4,0,0,3,2,22,21,-55,68
1,1,0,0,1,5,1,1,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,5,2,2,4,0,0,3,2,24,20,-50,77
1,1,0,0,1,5,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,3,0,0,5,2,2,4,0,0,3,2,24,20,-50,75
1,1,0,0,1,5,1,1,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,3,0,0,5,2,3,3,0,0,3,2,24,20,-50,75
1,1,0,0,1,5,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,3,3,0,0,5,3,3,3,0,0,3,3,24,18,-90,91
1,1,0,0,1,5,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,2,3,3,0,0,3,3,1,4,0,0,3,3,24,19,-90,91
1,1,0,0,1,5,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,2,3,3,0,0,3,2,1,4,0,0,3,2,24,19,-85,74
1,1,0,0,1,5,1,1,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,3,2,0,0,3,1,2,4,0,0,3,2,22,18,-85,83
1,1,0,0,1,5,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,4,0,0,3,1,1,4,0,0,4,1,21,17,-100,69
1,1,0,0,1,5,1,1,0,0,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,6,0,0,5,1,3,4,0,0,4,1,20,18,-100,56
1,1,0,0,1,5,1,1,0,0,1,5,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,3,3,0,0,5,1,2,4,0,0,4,2,20,16,-95,86
1,1,0,0,1,4,1,1,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,4,0,0,5,1,3,4,0,0,4,2,16,16,-85,71
1,1,0,0,1,4,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,4,0,0,4,0,3,4,0,0,4,2,14,16,-70,82
1,1,0,0,1,4,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,4,0,3,1,0,0,4,2,14,16,-110,60
1,1,0,0,1,4,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,3,0,3,0,0,0,4,1,15,14,-70,86
1,1,0,0,1,4,1,1,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,0,3,0,4,0,0,0,4,1,17,14,-70,98
1,1,0,0,1,4,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,3,4,0,0,3,0,4,0,0,0,4,1,17,14,-70,90
1,1,0,0,1,4,1,1,0,0,1,5,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,3,0,2,0,0,0,4,1,20,14,-70,63
1,1,0,0,1,4,1,1,0,0,1,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,0,3,1,2,1,0,0,4,1,21,15,-50,146
1,1,0,0,1,3,1,1,0,0,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,3,0,0,2,0,2,1,0,0,4,2,19,17,-25,121
1,1,0,0,1,3,1,1,0,0,1,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,0,0,1,0,3,1,0,0,4,2,19,18,-15,152
1,1,0,0,1,3,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,1,1,1,0,0,4,2,24,17,-15,120
1,1,0,0,1,3,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,3,1,1,0,0,0,4,2,24,15,-35,114
1,1,0,0,1,3,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,3,1,1,1,0,0,4,2,23,15,-10,114
1,1,0,0,1,3,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,3,1,1,1,0,0,4,1,23,15,-10,94
1,1,0,0,1,3,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,3,1,1,2,0,0,5,1,23,15,-30,102
1,1,0,0,1,3,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,2,0,1,2,0,0,5,1,24,15,-35,96
1,1,0,0,1,3,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,2,0,1,1,0,0,6,1,24,15,-5,116
1,1,0,0,1,3,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,2,0,1,1,0,0,6,1,24,15,-10,99
1,1,0,0,1,3,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,3,0,1,1,0,0,6,1,17,16,-10,91
1,1,0,0,1,3,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,3,1,3,1,0,0,6,1,17,16,35,52
1,1,0,0,1,3,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,3,1,3,1,0,0,6,1,17,16,65,62
1,1,0,0,1,3,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,2,0,3,1,0,0,6,1,18,16,60,39
1,1,0,0,1,3,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,2,0,3,1,0,0,6,1,16,16,70,0
1,1,0,0,1,3,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,2,0,4,1,0,0,6,2,16,16,70,52
1,1,0,0,1,3,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,2,0,4,2,0,0,4,2,16,16,60,-16
1,1,0,0,1,3,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,3,1,0,0,3,0,4,2,0,0,4,2,16,16,55,-12
1,1,0,0,1,2,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,3,1,0,0,3,0,4,2,0,0,4,2,16,16,60,5
1,1,0,0,1,2,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,4,0,4,2,0,0,4,2,16,16,50,0
1,1,0,0,1,2,1,1,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,4,0,3,2,0,0,4,2,23,15,50,0
1,1,0,0,1,2,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,0,0,5,0,3,2,0,0,4,2,23,16,50,21
1,1,0,0,1,2,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,0,0,4,0,2,6,0,0,3,2,23,16,95,16
1,1,0,0,1,2,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,4,0,0,5,1,2,4,0,0,2,2,23,14,45,18
1,1,0,0,1,2,1,1,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,3,4,0,0,6,1,3,4,0,0,3,2,23,14,30,35
1,1,0,0,1,2,1,1,0,0,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,4,0,0,3,1,2,3,0,0,3,2,23,13,-10,31
1,1,0,0,1,2,1,1,0,0,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,4,0,0,3,1,0,3,0,0,3,2,23,13,-10,0
1,1,0,0,1,2,1,1,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,3,0,0,3,1,1,3,0,0,3,2,22,15,-10,40
1,1,0,0,1,2,1,1,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,4,1,2,3,0,0,3,2,15,15,-10,21
1,1,0,0,1,2,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,3,0,1,3,0,0,4,2,14,20,0,64
1,1,0,0,1,2,1,1,0,0,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,3,0,0,3,0,1,3,0,0,4,2,21,20,0,6
1,1,0,0,1,2,1,1,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,3,3,0,0,2,0,1,3,0,0,4,2,21,18,0,36
1,1,0,0,1,1,1,1,0,0,1,3,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,3,0,0,3,0,1,2,0,0,4,2,21,20,-20,0
1,1,0,0,1,1,1,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,0,0,3,0,2,0,0,0,4,2,20,18,40,0
1,1,0,0,1,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,5,0,2,0,0,0,4,2,20,18,40,0
1,1,0,0,1,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,6,0,0,5,0,2,0,0,0,4,2,21,20,10,0
1,1,0,0,1,0,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,6,0,0,5,0,3,0,0,0,5,3,22,21,10,0
1,1,0,0,1,0,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,4,0,2,0,0,0,4,2,21,20,-10,0
1,1,0,0,1,0,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,0,4,0,1,0,0,0,3,1,21,19,-40,0
1,1,0,0,1,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,4,0,2,0,0,0,3,0,20,19,-40,0
1,1,0,0,1,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,0,0,7,0,2,0,0,0,3,0,22,20,-38,0
1,1,0,0,1,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,0,0,5,0,2,0,0,0,3,0,21,22,-48,0
1,1,0,0,1,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,3,0,4,0,0,0,4,0,16,22,-48,0
1,1,0,0,1,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,0,3,0,4,0,0,0,4,0,17,21,-48,0
1,1,0,0,1,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,5,0,0,4,0,3,0,0,0,5,1,17,22,-48,0
1,1,0,0,1,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,0,4,0,2,0,0,0,4,1,17,22,-48,0
1,1,0,0,1,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,6,0,0,5,0,2,0,0,0,4,1,17,22,-68,-1
1,1,0,0,1,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,0,0,5,0,1,0,0,0,3,2,16,24,-63,0
1,1,0,0,1,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,5,0,1,0,0,0,0,2,16,24,-63,0
1,1,0,0,1,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,5,0,0,6,0,3,0,0,0,2,1,17,22,-43,0
1,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,3,0,0,0,3,1,21,25,-43,0
2,2,2,1,1,8,2,2,2,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,5,1,1,1,8,12,16,50,19
2,2,2,1,1,8,2,2,2,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,6,0,5,1,1,1,7,12,14,0,22
2,2,2,1,1,8,2,2,2,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,6,1,8,1,1,1,6,12,14,50,8
2,2,2,1,1,8,2,2,2,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,1,1,5,1,7,1,1,1,5,12,12,25,21
2,2,2,1,1,8,2,2,2,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,1,1,1,5,1,6,2,2,1,5,12,13,70,11
2,2,2,1,1,8,2,2,2,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,7,1,2,1,4,1,7,2,2,1,6,13,14,80,7
2,2,2,1,1,8,2,2,2,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,6,1,2,1,3,1,7,3,3,2,5,11,14,105,36
2,2,2,1,1,8,2,2,2,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,1,2,7,1,2,1,4,1,7,3,3,2,5,12,14,105,31
2,2,2,1,1,8,2,2,2,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,7,1,2,1,4,1,6,2,3,2,5,12,13,90,3
2,2,2,1,1,8,2,2,2,1,1,7,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,7,1,2,1,4,1,4,2,3,2,3,13,11,38,0
2,1,2,1,1,8,2,2,2,1,1,7,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,1,0,1,0,3,1,5,2,3,2,4,12,14,63,-24
2,1,2,1,1,8,2,2,1,1,1,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,1,3,2,3,1,3,1,3,2,4,14,12,58,-16
2,1,2,1,1,7,2,2,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,3,2,3,1,4,1,3,2,4,13,14,110,-17
2,1,2,1,1,7,2,2,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,2,3,2,2,1,4,1,3,2,4,13,14,125,-12
2,1,2,1,1,7,2,2,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,2,3,2,2,2,5,1,2,1,4,13,14,170,-1
2,1,2,1,1,7,2,2,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,1,3,3,2,2,2,4,1,2,1,4,13,13,125,0
2,1,2,1,1,7,2,2,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,3,1,2,1,2,5,2,2,2,4,10,13,175,0
2,1,2,1,1,7,2,2,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,5,0,2,1,2,5,2,2,2,4,10,13,135,5
2,1,2,1,1,7,2,2,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,1,5,0,2,1,2,5,1,3,2,4,10,13,135,-3
2,1,2,1,1,7,2,2,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,2,4,4,0,2,1,2,6,2,3,2,4,10,14,85,2
2,1,2,1,1,7,2,2,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,3,4,0,2,1,2,6,3,3,2,4,10,14,65,-4
2,1,2,1,1,7,2,2,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,3,4,0,3,0,2,4,1,3,2,3,10,12,15,37
2,1,2,1,1,7,2,2,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,2,2,3,4,1,2,0,2,4,1,3,2,3,9,12,25,29
2,1,2,1,1,7,2,2,1,1,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,2,2,4,3,2,3,0,2,4,1,3,2,3,9,12,15,24
2,1,2,1,1,7,2,2,1,1,1,7,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,2,3,4,3,3,3,0,2,5,1,4,2,3,11,13,10,12
2,1,2,1,1,7,2,1,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,3,3,4,3,4,4,1,2,3,1,4,2,3,14,13,-10,19
2,1,1,1,1,7,2,1,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,3,4,1,4,4,1,2,3,1,4,2,4,14,14,2,17
2,1,1,1,1,7,2,1,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,3,3,1,2,4,1,5,2,4,13,15,2,15
2,1,1,1,1,7,2,1,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,1,3,3,1,2,2,1,6,3,3,11,15,2,12
2,1,1,1,1,7,2,1,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,1,3,2,1,2,2,1,6,3,3,11,15,-28,13
2,0,1,1,1,7,2,1,1,1,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,2,1,2,3,1,6,3,3,9,16,12,8
2,0,1,1,1,7,2,1,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,2,1,2,3,0,6,3,3,12,15,2,8
2,0,1,1,1,7,2,1,0,1,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,3,2,1,2,3,0,6,3,4,13,15,17,10
2,0,1,1,1,7,2,1,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,3,2,1,2,4,0,6,3,4,12,16,22,11
2,0,1,1,1,7,2,1,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,3,2,1,2,4,0,7,4,3,11,16,12,13
2,0,1,1,1,7,2,1,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,3,2,1,2,4,0,7,4,3,11,16,17,14
2,0,1,1,1,7,2,1,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,1,3,2,1,3,4,0,7,4,3,11,17,12,10
2,0,1,1,1,7,2,1,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,4,0,1,4,3,0,3,4,0,7,4,3,12,17,32,65
2,0,1,1,1,7,2,1,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,4,0,1,4,3,0,3,4,0,7,4,3,12,17,17,16
2,0,1,1,1,7,2,1,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,4,0,1,4,3,0,3,4,0,6,4,3,13,16,32,24
2,0,1,1,1,7,2,1,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,4,0,1,4,3,0,3,4,0,3,3,3,14,14,32,30
2,0,1,1,1,7,2,1,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,4,0,1,4,3,1,3,5,0,5,5,3,15,16,27,57
2,0,1,1,1,7,2,1,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,4,0,1,4,3,1,4,5,0,5,5,3,15,17,27,31
2,0,1,1,1,7,2,1,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,4,0,1,4,3,0,4,4,0,3,3,4,15,15,22,31
2,0,1,1,1,6,2,1,0,1,1,7,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,4,0,1,4,3,0,4,4,0,3,3,3,14,16,22,10
2,0,1,1,1,6,2,1,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2,4,0,1,4,3,0,4,4,0,3,3,3,15,15,17,9
2,0,1,1,1,6,2,1,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2,4,0,1,4,3,0,4,4,0,2,4,3,15,15,47,0
2,0,1,1,1,6,2,1,0,1,1,5,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,4,0,1,4,3,0,4,4,0,1,4,3,15,14,42,26
2,0,1,1,1,5,2,1,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,4,0,1,4,3,0,4,4,0,2,4,2,15,16,42,6
2,0,1,1,1,5,2,1,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,4,0,1,4,3,0,4,4,0,2,4,1,15,15,32,22
2,0,1,1,1,5,2,1,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,3,0,0,4,3,0,3,4,0,2,4,1,12,15,32,23
2,0,1,1,1,5,2,1,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,2,0,0,4,3,0,2,3,0,2,4,1,11,12,17,35
2,0,1,1,1,5,2,1,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,2,0,1,4,3,0,1,3,0,4,5,1,11,12,17,29
2,0,1,1,1,5,2,1,0,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,2,0,1,0,3,0,1,2,0,4,5,1,11,12,17,46
2,0,1,1,1,5,2,1,0,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,2,0,1,0,3,0,1,2,0,4,6,1,11,12,-13,36
